Date,Open,High,Low,Close,Volume
2010-01-04,164.21856247631473,164.21856247631473,160.26960582843523,161.32908630371094,37493
2010-01-05,162.2922199810089,171.8274840003495,162.2922199810089,165.4224853515625,199152
2010-01-06,165.6633129525412,167.7340984857932,164.74831503544465,165.85594177246094,55367
2010-01-07,167.39699698058286,167.39699698058286,161.95514111810675,162.62936401367188,35618
2010-01-08,162.77382107123643,165.66329718492702,159.40276560526408,160.84750366210938,26941
2010-01-11,160.84747625600045,164.7001104178208,160.84747625600045,162.19589233398438,24686
2010-01-12,163.7369691345173,164.3630163731425,161.8106518505818,162.00328063964844,53852
2010-01-13,159.88435964067415,163.64067305478224,158.92120084765804,161.71435546875,21691
2010-01-14,163.59249366980308,166.6264373733816,160.84748578817764,161.56985473632812,60026
2010-01-15,163.7370017801174,164.65199973309055,162.7738429461167,163.8814697265625,38078
2010-01-18,163.25539199770338,169.94934170960968,161.85881488749246,166.4819793701172,118956
2010-01-19,168.55275887919143,168.55275887919143,160.84748990185696,161.52169799804688,29106
2010-01-20,162.29224885971541,165.66330447401216,161.37725098944782,163.01461791992188,22085
2010-01-21,163.25539944968946,163.544349998662,155.45380811060767,156.70591735839844,22026
2010-01-22,156.03171389071207,160.8475075293143,149.28960279666896,157.86170959472656,40131
2010-01-25,160.70304640750743,163.68882977196154,150.2527678903269,152.082763671875,46289
2010-01-27,149.2896154744486,152.9496218899238,144.47382142688573,145.09986877441406,39132
2010-01-28,148.13384564662994,149.00068280072193,141.58436201543185,142.8364715576172,28072
2010-01-29,142.83647886172812,145.43700515362394,138.06884487714586,143.2698974609375,33483
2010-02-01,144.32931868157408,152.17905520761735,143.02904872361506,149.48220825195312,30774
2010-02-02,150.44541115981343,157.47647378495233,146.40014688264682,147.60409545898438,18906
2010-02-03,149.289589803521,159.88433488635155,148.37459203114895,155.59828186035156,48093
2010-02-04,153.14224822466193,166.1448919418502,150.25277184306452,165.5188446044922,658053
2010-02-05,162.7738144561764,175.19855536145542,155.06854513280712,173.0314483642578,780417
2010-02-08,166.62648126576514,167.49331835323252,156.80226392237128,161.08831787109375,110044
2010-02-09,160.89563764356348,166.6264280385093,159.11378845929613,160.46221923828125,40748
2010-02-10,161.81067286931722,168.7935739306419,160.79935322455668,166.433837890625,51605
2010-02-11,164.84463024952402,171.4422742086817,161.81068576999172,168.697265625,45408
2010-02-15,167.5896039193881,172.21276834614642,161.81065206009887,162.87013244628906,12449
2010-02-16,165.66331239877078,167.10805058829496,160.94384019164661,161.71435546875,15191
2010-02-17,163.7369869801283,168.45645896148932,162.05145917297995,163.01461791992188,42410
2010-02-18,161.81063543253052,171.92380014706367,160.84747688828926,169.46774291992188,70755
2010-02-19,171.44225916595678,171.44225916595678,162.87015208631348,167.83041381835938,43106
2010-02-22,167.83038179044988,169.70853807345532,161.90696242944037,165.4224853515625,23330
2010-02-23,163.73696899414062,166.09670472561163,161.81065171185662,163.73696899414062,26676
2010-02-24,164.70011722425502,166.57827351643297,162.29222077360802,163.1590576171875,16250
2010-02-25,163.54435752693269,173.36857376777965,163.54435752693269,173.22410583496094,1230502
2010-02-26,175.29489586500776,177.2212134019859,170.4791020225625,173.51304626464844,729973
2010-03-02,173.56117066459134,174.81327973979535,169.75669726798307,173.75379943847656,38551
2010-03-03,174.23540945034335,177.2212074103681,173.12778278268294,174.6206817626953,27544
2010-03-04,173.51301787992062,181.74802694267686,172.40539135600773,177.12486267089844,79113
2010-03-05,178.18437982883202,192.583601097294,175.3912251588187,177.75096130371094,205421
2010-03-08,178.66596663191513,184.5893876793316,176.45069833812178,178.18438720703125,83217
2010-03-09,180.59227772456077,181.4591147789838,175.3430651246943,179.29200744628906,42944
2010-03-10,176.25803567857253,181.07382900312368,173.85013901629694,178.56961059570312,15442
2010-03-11,178.1843812507073,179.6291194770644,172.40542834527898,176.35438537597656,53093
2010-03-12,177.17305827769545,178.13621707746182,175.63201301605145,177.94358825683594,25191
2010-03-15,179.00301786143285,181.07380281282,174.47616103380614,178.5214385986328,31947
2010-03-16,176.3543653108516,181.0738371013277,176.25804356139878,179.0030517578125,33010
2010-03-17,180.11066039807937,181.0738190098338,176.4506547340857,179.72540283203125,28453
2010-03-18,178.18433960462434,180.1106567895392,178.18433960462434,178.37696838378906,8659
2010-03-19,180.01435462436257,180.06251549854866,177.94356930407886,178.32882690429688,11621
2010-03-22,179.1475511702618,180.59228948615103,176.8841219300468,178.4733428955078,73137
2010-03-23,179.09934932217516,180.59224817978836,177.0285640883675,177.89540100097656,142462
2010-03-25,177.89542834837405,185.8414884898117,177.02859130250837,183.28912353515625,36635
2010-03-26,183.00013510633772,187.81592813545186,180.35144894032493,185.7932891845703,82519
2010-03-29,187.8159642304437,188.77912302136906,183.0483311546906,186.94912719726562,33381
2010-03-30,189.26068554256932,189.26068554256932,182.13331700384433,187.4788360595703,337349
2010-03-31,186.08224834518643,188.73093463417408,182.03698495224134,184.83013916015625,70851
2010-04-01,186.75647387762328,187.8159543706764,184.63752758815312,185.50437927246094,29251
2010-04-05,186.8527982014131,191.3314805270708,186.2267508902175,190.6572723388672,233376
2010-04-06,191.2833194590674,197.35120737727092,188.77910101591652,193.5948944091797,66824
2010-04-07,199.662822699926,199.662822699926,187.81596648970924,189.1643829345703,31337
2010-04-08,192.6317619753411,204.04519975103491,190.51281553293978,193.64308166503906,264633
2010-04-09,196.48436519186717,200.3369998034724,194.55804788606454,198.84410095214844,222047
2010-04-12,199.37383399717618,200.91489366518002,195.71382830814272,197.54383850097656,37396
2010-04-13,197.73653383658382,198.98864340117433,192.77625646467501,194.8952178955078,16040
