Date,Equity
2024-03-12,195183.4692250831
2024-03-13,196407.21702374154
2024-03-14,196794.6379488376
2024-03-15,196812.24186337861
2024-03-18,197428.12188021487
2024-03-19,194953.7244385147
2024-03-20,195722.50173845486
2024-03-21,193557.67536845282
2024-03-22,193731.03184708545
2024-03-25,193767.33170577142
2024-03-26,194060.0500951394
2024-03-27,193767.73854168638
2024-03-28,193612.3022630857
2024-03-29,193101.69309480774
2024-04-01,192149.41505684232
2024-04-02,192254.65481254284
2024-04-03,191498.69687117523
2024-04-04,191630.15752229514
2024-04-05,190454.6703616283
2024-04-08,190622.01943065942
2024-04-09,189118.61678749506
2024-04-10,189081.7893686527
2024-04-11,191345.95692907073
2024-04-12,193100.89842063704
2024-04-15,193525.8349210024
2024-04-16,191990.64692734033
2024-04-17,192148.0188852329
2024-04-18,193150.17060862403
2024-04-19,192732.7499753597
2024-04-22,192546.15216704397
2024-04-23,192614.50865489602
2024-04-24,193152.2824402727
2024-04-25,192137.06734866402
2024-04-26,192411.13167098432
2024-04-29,191740.6325810165
2024-04-30,192219.32352141268
2024-05-01,190615.33609503272
2024-05-02,192739.1403133549
2024-05-03,193295.05722842205
2024-05-06,193769.01641220137
2024-05-07,191157.73819106352
2024-05-08,190999.48389405519
2024-05-09,190287.60263242386
2024-05-10,191327.1469382138
2024-05-13,190802.65930304077
2024-05-14,189567.88786861202
2024-05-15,189783.78371628048
2024-05-16,189599.58842717452
2024-05-17,191607.96338899236
2024-05-20,191855.82572663622
2024-05-21,191835.10078599656
2024-05-22,192622.63005573224
2024-05-23,192587.10779855493
2024-05-24,194133.9001379726
2024-05-27,193958.2443611615
2024-05-28,193869.59474966448
2024-05-29,194700.18320435012
2024-05-30,194852.2819218474
2024-05-31,195222.97829912265
2024-06-03,195471.45494282746
2024-06-04,196639.06169846625
2024-06-05,196487.6859547024
2024-06-06,197166.48790930113
2024-06-07,198924.19160889846
2024-06-10,198081.06214375672
2024-06-11,197696.64057250533
2024-06-12,196670.43388599678
2024-06-13,196892.07504534553
2024-06-14,197276.90255278622
2024-06-17,196383.43700017338
2024-06-18,195910.1154034689
2024-06-19,196174.3798626924
2024-06-20,197159.99293027262
2024-06-21,197332.92174690735
2024-06-24,198105.41831511373
2024-06-25,196950.12392041305
2024-06-26,198726.5006847174
2024-06-27,198398.09830758712
2024-06-28,198768.3121122136
2024-07-01,199858.25078043967
2024-07-02,200128.19834631312
2024-07-03,200235.77143647327
2024-07-04,200400.98746551163
2024-07-05,200152.55451767016
2024-07-08,201499.04485752335
2024-07-09,202081.96922533438
2024-07-10,202800.88221655533
2024-07-11,202623.0821656492
2024-07-12,203336.3120502202
2024-07-15,202531.34058687114
2024-07-16,201821.76412800368
2024-07-17,202033.25688262036
2024-07-18,201853.83308695705
2024-07-19,202360.0355149935
2024-07-22,202200.90852879442
2024-07-23,201141.41507476463
2024-07-24,202043.8112235417
2024-07-25,202481.00449939998
2024-07-26,202476.1332651286
2024-07-29,203809.2277107354
2024-07-30,203290.84719702046
2024-07-31,201602.96452197988
2024-08-01,201425.16447107375
2024-08-02,202349.88711026142
2024-08-05,203413.84586237333
2024-08-06,202424.98530527888
2024-08-07,202088.0582681736
2024-08-08,201495.3914318198
2024-08-09,201178.7612041787
2024-08-12,201752.3490396362
2024-08-13,201283.08680482453
2024-08-14,200884.86340313748
2024-08-15,201134.9200957361
2024-08-16,200832.4976347199
2024-08-19,199166.94145008994
2024-08-20,198988.73546299452
2024-08-21,199225.39626134676
2024-08-22,200476.49159671835
2024-08-23,200974.9812371584
2024-08-26,200963.20908766918
2024-08-27,200269.87007637307
2024-08-28,200250.38513928745
2024-08-29,200712.7464588813
2024-08-30,198718.38196093173
2024-09-02,198449.24626743683
2024-09-03,199498.18538054524
2024-09-04,198858.02401004522
2024-09-05,197380.01034486425
2024-09-06,197242.39797669716
2024-09-09,198415.55356372628
2024-09-10,198478.06773687596
2024-09-11,198694.02578957472
2024-09-12,198685.0951934105
2024-09-13,199647.16396201227
2024-09-16,200332.790185712
2024-09-17,198690.77830006045
2024-09-18,197473.7816045887
2024-09-19,197388.1290686499
2024-09-20,197401.52496289625
2024-09-23,196538.9105606689
2024-09-24,196259.62646244193
2024-09-25,196218.6269073243
2024-09-26,196659.87954507538
